id,name,album_name,artist_ids,danceability,energy,speechiness,acousticness,valence,tempo,duration_ms
4wNyrbY6B2Okii8VeKo2B2,Meuda,Mélo,3vUMXQ9kPnZAQkMkZZ7Hfh,0.724,0.593,0.0766,0.508,0.624,141.901,152547
4serT1J6lu8eTsMMG9VhF8,Cadeau (feat. Tiakola),DNK,"7IlRNXHjoOCgEAWN5qYksg,3vUMXQ9kPnZAQkMkZZ7Hfh",0.864,0.595,0.0506,0.52,0.758,119.077,151000
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,French Exit,0Y6dVaC9DZtPNH4591M42W,0.559,0.871,0.0397,7.53e-06,0.572,104.97,213920
6nYJWAPKIJfXIKtiYc4P4O,Big Jet Plane,Big Jet Plane,7mx6iGwPF157vXwYcl1DQ3,0.701,0.477,0.0429,0.166,0.174,140.05,150000
4QXww31EdLcenZiRqnTZeg,Weapons,Diamonds & Dancefloors,4npEfmQ6YuiwW1GpUmaq3F,0.506,0.846,0.0497,0.0189,0.268,169.813,151592
0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,In Ha Mood,3LZZPxNDGDFVSIPqf4JuEf,0.768,0.74,0.336,0.696,0.532,141.059,129362
0z3bi63SNZ5ylyHOzb81Uq,PETETE,PETETE,1lB3I3SI30v2ZOpR4XQqzJ,0.752,0.669,0.251,0.167,0.627,155.997,123846
4zN21mbAuaD0WqtmaTZZeP,Ferrari,Ferrari,"43BxCL6t4c73BQnIJtry5v,45ruzGUmIr8WLjLOPJ9mGU",0.847,0.69,0.0493,0.0127,0.692,125.004,186662
5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,SLUT ME OUT,0ErzCpIMyLcjPiwT4elrtZ,0.938,0.606,0.419,0.117,0.706,121.108,123673
17jlkHSNHFu1zUuu8QZyOW,Placebo,Imany Deluxe,1QPdp5duV6lV4XINCzjwQ2,0.792,0.438,0.114,0.132,0.292,138.005,190253
2LgxW2t2H6lAf7tJuOnxxj,Antes de Perderte,Temporada de Reggaetón 2,1bAftSH8umNcGZ0uyV7LMg,0.812,,0.113,0.487,0.614,110.031,176727
4FAKtPVycI4DxoOHC01YqD,Yandel 150,Resistencia,"0eHQ9o50hj6ZDNBt6Ys1sD,2LRoIwlKmHjgvigdNGBHNo",0.783,0.729,0.0691,0.0492,0.58,167.968,216148
2r6L78L65TyGirzPgJvYEy,Au Bout De La Nuit,Sincèrement,5gs4Sm2WQUkcGeikMcVHbh,0.825,0.611,0.179,0.551,0.343,100.968,181240
7MkylDYvKTSuWgrsBhHlsG,"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50","716NhGYqD1jl2wI1Qkgq36,1bAftSH8umNcGZ0uyV7LMg",0.535,0.874,0.137,0.371,0.323,140.006,227562
0TkIQ2I48rz4kpk1XpfyHq,Mi Luz (ft. Rels B),NASTU,"2CCgb0KApjfQDuTppovpf8,2IMZYfNi21MGqxopj9fWx8",0.705,0.526,0.327,0.509,0.671,200.031,168000
26b3oVLrRUaaybJulow9kz,People,People,7kjSuFGKhLm8b5qXoMhRkJ,0.573,0.422,0.0678,0.551,0.693,124.357,184791
4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,2014 Forest Hills Drive,6l3HvQ5sa6mXTsMTB19rO5,0.495,0.722,0.357,0.0697,0.539,175.627,239267
2SiAcexM2p1yX6joESbehd,LLYLM,LLYLM,7ltDVBr6mKbRvohxheJ9h1,0.555,0.634,0.273,0.129,0.555,170.228,174045
2kx5sQgmjYug0GiDh1a4sU,"Living Life, In The Night","Living Life, In The Night","3RbuVoer2pZlqAXI73ElhX,0U7ti3mwGrBNlKNE4YlbfT",0.624,0.499,0.0495,0.82,0.298,143.249,122517
2sFsvaMRe8PKo5AFdBE9qC,Auf & Ab,HERZINFUCKED,5ZY4M2aGiTaZQEP6HfqeJc,0.719,0.426,0.0792,0.391,0.318,99.059,165477
23SqoExnmW4BTJEYzMJze8,Blaues Licht,Zukunft 1 & 2,"0Dvx6p8JDyzeOPGmaCIH1L,1aS5tqEs9ci5P9KD9tZWa6",0.819,0.828,0.108,0.39,0.693,144.953,144264
51FvjPEGKq2zByeeEQ43V9,El Merengue,El Merengue,"64KEffDW9EtZ1y2vBYgq8T,0tmwSHipWxN12fsoLcFU3B",0.775,,0.0442,0.0313,0.698,124.011,189357
4VpmtsVKIRfNlmrtaEnrQi,À peu près,Mauvais Ordre,1Yfe3ONJlioHys7jwHdfVm,0.739,0.682,0.0561,0.089,0.638,129.983,204760
7xTDT7gyIrv0xWpwwXExxU,Celestial,= (Tour Edition),6eUKZXaKkcviH0Ku9w2n3V,0.574,0.852,0.0397,0.0529,0.501,123.038,209027
07VcTAooOBP8hIluuUS5xr,Heavy Metal Love,Heavy Metal Love,7ACEUD7UsmmXrnj4OLt8f9,0.768,0.767,0.0358,0.194,0.457,125.029,132000
41oY4WCTj5kccfesTVFnvN,Tarot,Un Verano Sin Ti,"4q3ewBCX7sLwd24euuV69X,6nVcHLIgY5pE2YCl8ubca1",0.795,0.684,0.0419,0.0225,0.419,114.011,237895
04d4GpLedinwpfctvgOIhY,Piel de Cordero,Piel de Cordero,"52iwsT98xCoGgiGntTiR7K,0IEzMvarfVycBJAXjjEZOL",0.827,0.541,0.225,0.46,0.256,128.028,213647
655JkvIwu2rDCaD1hPf04g,Pareja Del Año,Dharma,"07YUOmWljBTXwIseAUd9TW,7iK8PXO48WeuP03g8YR51W",0.715,0.611,0.0519,0.176,0.776,79.971,195333
7gK3S5NIkw1KdvdnUU1O5z,Nur für Dich,Für den Himmel durch die Hölle (Deluxe Edition),4lDiJcOJ2GLCK6p9q5BgfK,0.67,0.498,0.332,0.722,0.355,81.914,192507
5ucyKDPjLpYLGadsRO1wSB,Layla,Layla (Dutch Version),"06VwNCd4PPAxBuxheaf5bz,3S46qb1V62vKdGl1sR6LEQ",0.448,0.921,0.0687,0.00124,0.375,140.067,185707
5n2XTRsYFlZwNBp06KAjDX,Madura,Madura,"00me4Ke1LsvMxt5kydlMyU,4q3ewBCX7sLwd24euuV69X",0.794,0.546,0.314,0.132,0.759,175.96,190996
7dT6ccDqmMHvz5C0d8iUND,Quiero Decirte,Quiero Decirte,"2bxxlINUlcMQQb39K7IopR,6k8mwkKJKKjBILo7ypBspl",0.751,0.772,0.0383,0.039,0.923,117.941,222349
62u6D0NgRPtFcCdF5rNLeh,BONKASA,BONKASA,5hREZP0zTQbTLkZ2M8RS4v,0.557,0.746,0.258,0.293,0.577,86.683,145846
4wGSg2Qqpt2sGCWuAZj6EN,Enjoy the Silence,"Violator | The 12"" Singles","762310PdDnwsDxAQxzQkfX,4zvLVP1siaenGVnUBDo2nt,7CXlqxbfckEDH2hQMjrGyZ",0.626,0.667,0.0283,0.209,0.83,112.776,257631
5POonRM9sjr0cFbXPIyN8Q,Si j'avais su,Rose des vents,5KBbs98MK59UNMF1VTwMmz,0.372,0.627,0.101,0.767,0.545,200.674,182040
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,"246dkjvS1zLTtiykXe5h60,5cj0lLjcoR7YOSnhnX0Po5",0.733,0.67,0.0751,0.121,0.472,100.964,192841
4kvjThnfQIsPOKjxx0aZDu,Dying Man,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.415,0.573,0.0286,0.28,0.322,80.95,183466
54ipXppHLA8U4yqpOFTUhr,Bones,Mercury - Acts 1 & 2,53XhwfbYqKCa1cC15pYq2q,0.772,0.75,0.0455,0.0201,0.587,114.061,165265
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,6vWDO969PvNqNYHIOW5v0m,0.78,0.689,0.141,0.0368,0.642,115.042,225389
5C3J3C5nzBclrE8xuW5UQ7,Remedy,Remedy,2NpPlwwDVYR5dIj0F31EcC,0.554,0.739,0.144,0.0566,0.4,172.149,147410
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Blonde,2h93pZq0e7k5yf4dywlkpM,0.545,0.545,0.107,0.667,0.549,159.94,184516
1XWpZ1v5Il3jli4SJjaKCf,5 SENTÍOS,Nuestro Mundo,"6FOpWOxsjQxKEbLiJpU1xV,7hIqJfRYGBWWT1Qxu6Cpd2",0.853,0.719,0.0441,0.0963,0.888,124.978,215320
0H5JKQ7qQ5MBeRSZSieZsM,Mauvais ordre,Mauvais Ordre,1Yfe3ONJlioHys7jwHdfVm,0.764,,0.0594,0.767,0.426,143.992,219627
6dgUya35uo964z7GZXM07g,Nonsense,emails i can't send,74KM79TiuVKeVCqs8QtB0B,0.74,0.697,0.034,0.0268,0.732,138.992,163648
1bxP4M9ICllcg7mel8kH89,Reine,Gentleman 2.0,4sbXXFzEWJY2zsZjelerjX,0.399,0.395,0.0593,0.76,0.704,98.174,199267
1sbNEFiURUYfy024cJX8JG,Ferxxo 100,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2LRoIwlKmHjgvigdNGBHNo,0.705,,0.0674,0.257,0.569,163.893,167760
3TVUW7bJJWDOonkVCZxfLV,Pas bête,L'Élu,7a35Zdc78bDXJv2vYf5hSO,0.734,0.532,0.102,0.361,0.491,138.043,143526
57JhjU33uXlZtmr2Dsk8TX,3 singes,Telegram,"3YBJLs7RqR0aPGBgU27nDh,6Te49r3A6f5BiIgBRxH7FH",0.467,0.732,0.231,0.353,0.481,96.006,182000
6e180XtptMddkCejgq7o8K,6561,6561,"07SFzTMeYf5P8Rd32a9Zzw,34LetYSjEuG2fBb4Z8PwPg",0.803,0.618,0.483,0.0863,0.697,122.429,151440
2XHzzp1j4IfTNp1FTn7YFg,Love Me,I Am Not A Human Being II (Deluxe),"55Aa2cqylxrFIXC767Z865,3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i",0.669,,0.0327,0.0125,0.496,124.906,255053
4WiQA1AGWHFvaxBU6bHghs,PUNTO G,DONDE QUIERO ESTAR,52iwsT98xCoGgiGntTiR7K,0.751,0.761,0.15,0.251,0.553,92.032,151325
6Ox1rvlwEpB49drasQm6RF,Star Shopping,Star Shopping,2kCcBybjl3SAtIcwdWpUe3,0.538,0.471,0.0955,0.0946,0.307,93.07,142000
2JBnBUqpC3hrhMZv1Z9JKO,La clé,Mélo,3vUMXQ9kPnZAQkMkZZ7Hfh,0.63,0.554,0.0672,0.727,0.616,101.999,172627
2toEys3zZ8rRB242Na7FZh,RENCONTRE,L’Amour,"7rz6ZZErn5YFDteXKhyf3g,2UwqpfQtNuhBwviIC0f2ie",0.62,,0.269,0.521,0.518,125.132,198397
3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,MAÑANA SERÁ BONITO,790FomKkXshlbRYZFtlgla,0.87,0.517,0.0475,0.576,0.54,111.002,207627
6btgTbK2UslfSu0qjTEXQm,CP_009_ Évidemment,Civilisation Edition Ultime,"4FpJcNgOvIpSBeJgRg3OfN,3QVolfxko2UyCOtexhVTli",0.713,0.67,0.305,0.113,0.457,120.76,206273
3Qu3Zh4WTKhP9GEXo0aDnb,Thought You Should Know,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.53,0.678,0.0278,0.506,0.508,140.05,215572
561jH07mF1jHuk7KlaeF0s,Mockingbird,Encore (Deluxe Version),7dGJo4pcD2V6oG8kP0tJRR,0.637,0.678,0.266,0.209,0.254,84.039,250760
0uSjZhPKuYBcObeetfVlpn,Solitaire,Telegram,3YBJLs7RqR0aPGBgU27nDh,0.765,0.744,0.0644,0.244,0.523,117.989,146441
5R7l05dglCrUX0qjZ1Eec1,Cinderella,Cinderella,3J1MhhyXLJRNRZVrx11Lbf,0.793,0.694,0.0426,0.13,0.484,127.971,193125
54ELExv56KCAB4UP9cOCzC,Gato de Noche,Gato de Noche,"12vb80Km0Ew53ABfJOepVz,4q3ewBCX7sLwd24euuV69X",0.892,0.662,0.162,0.169,0.607,93.976,227013
2q2tG7xR37PNyqrXqooemZ,Coeur De Pirate,Coeur De Pirate,2UwqpfQtNuhBwviIC0f2ie,0.724,,0.263,0.0362,0.631,82.893,180760
3fgEIHsl6ecyAK1rpAxBIY,J'ai tout su,Extraterrestre,3IW7ScrzXmPvZhB27hmfgy,0.786,0.757,0.106,0.0978,0.898,175.903,189867
4tRhRLBxIZ34Iw0eCuiC03,Miss You,Miss You,1GVuCyb4PlArufUZDUnRQi,0.663,,0.0391,0.136,0.296,145.007,206385
28yd3NLXZkDi5p9segSvcf,Vergessen wie,Vergessen wie,6rqlONGmPuP2wJVSfliLBI,0.949,0.679,0.0682,0.0467,0.126,121.025,224445
5fEB6ZmVkg63GZg9qO86jh,Break from Toronto,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,0.595,0.678,0.0335,0.0199,0.259,117.067,99213
5uSFGgIfHMT3osrAd9n9ym,Forget Me,Forget Me,4GNC7GD6oZMSxPGyXy4MNB,0.669,0.742,0.0441,0.296,0.716,101.982,203472
4N5s8lPTsjI9EGP7K4SXzB,Green Green Grass,Gold Rush Kid,2ysnwxxNtSgbb9t1m2Ur4j,0.685,,0.0595,0.0695,0.8,112.972,167614
0quM3iWAOKw9OGIMBsppSC,SI ELLA SUPIERA,Nuestro Mundo,"6FOpWOxsjQxKEbLiJpU1xV,1EXjXQpDx2pROygh8zvHs4",0.728,,0.0714,0.336,0.697,138.876,234973
7j1ZJAbcm4AMBf82jIrAH3,Kiss Me,Sonder,5KNNVgR6LBIABRIomyCwKJ,0.64,0.845,0.0356,0.00108,0.478,120.052,229436
4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),Zukunft Pink (feat. Inéz),"6rqlONGmPuP2wJVSfliLBI,6zBax4hSAI1BJYgwF61EP5",0.903,0.719,0.052,0.514,0.639,118.036,230829
2beS6dD5rovBxSA1zYoSHR,No Me Conoce - Remix,Famouz,"6nVcHLIgY5pE2YCl8ubca1,1vyhD5VmyZ7KMfW5gqLgo5,4q3ewBCX7sLwd24euuV69X",0.804,,0.0746,0.14,0.562,91.974,309120
7FlQk2gJ6TBrHHiidvdR2O,MAMIII,ESQUEMAS,"4obzFoKoKRHIphyHzJ35G3,790FomKkXshlbRYZFtlgla",0.836,0.703,0.0657,0.0845,0.902,94.048,226093
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,Un Verano Sin Ti,"4q3ewBCX7sLwd24euuV69X,5n9bMYfz9qss2VOW89EVs2",0.647,0.686,0.0413,0.08,0.268,79.928,258299
0qXimz42wMirNPwbOuXPuN,J'connais,ALPHA,5hREZP0zTQbTLkZ2M8RS4v,0.79,0.529,0.105,0.43,0.749,136.97,147987
6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,DAMN.,2YZyLoL8N0Wb9xBt1NhZWg,0.665,0.535,0.0572,0.0786,0.37,138.842,275253
0pGecxPm2EOIQgc241d38t,Us Against the World - Remix,Us Against the World (Remix),"33X2jfLSVyDevoksJjRZoS,57n1OF36WvtOeATY6WQ6iw",0.766,0.663,0.245,0.0952,0.588,91.03,192527
48UKTR66uUOT9LaUvooTNx,The Kind of Love We Make,Growin' Up,718COspgdWOnwOFpJHRZHS,0.608,0.745,0.0277,0.0226,0.464,102.025,224427
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Graduation,"5K4W6rqBFWDnAN6FQUkS6x,7u6LfVyYpEzMpHLL7jTyvU",0.639,0.628,0.0399,0.0381,0.43,90.482,237507
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),I'm Good (Blue),"1Cs0zKBU1kc0i8ypK3B9ai,64M6ah0SkkRsnPGtGiRAbb",0.561,0.965,0.0343,0.00383,0.304,128.04,175238
2ThaHV10xrAcL2WfqXyLnp,Symphony,Mercury - Acts 1 & 2,53XhwfbYqKCa1cC15pYq2q,0.662,0.64,0.0742,0.0227,0.921,90.002,175833
3BnDvpeuGOj21Ir2aVEtQo,Calm Down,Rave & Roses,46pWGuE3dSwY3bMMXGBvVS,0.814,,0.0405,0.365,0.842,107.003,219669
1IMgLV6uQ1mzc1XzfhLRQt,Ma Réalité,Sincèrement,5gs4Sm2WQUkcGeikMcVHbh,0.721,,0.109,0.714,0.189,91.949,170880
16dUQ4quIHDe4ZZ0wF1EMN,CAIRO,MAÑANA SERÁ BONITO,"790FomKkXshlbRYZFtlgla,3m5qlPf2OkihLz3dRYnkPA",0.957,0.677,0.292,0.483,0.469,115.0,198667
4I4FFtKZLtyqw4he9pPtL7,Vida Gangster,Vida Gangster,6WAnQfBWB7ddhujPsFQ0pG,0.693,0.756,0.0477,0.5,0.53,94.884,170058
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SOS,7tYKF4w9nC0nq9CsPZTHyP,0.358,,0.0285,0.805,0.276,99.796,180853
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,The Life Of Pablo,5K4W6rqBFWDnAN6FQUkS6x,0.724,,0.0549,0.118,0.438,113.088,135920
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,"0iEtIxbK0KxaSlF7G42ZOp,1Xyo4u8uXC1ZmMpatF05PJ,1URnnhqYAYcrqrcwql10ft",0.715,0.62,0.0484,0.417,0.172,97.95,221520
0CLVh9I8uHfuyorOdLFim7,Diablo,Resiliencia,"0ZHPrnImGh4re3TbSNkoZl,5ZqnEfVdEGmoPxtELhN7ai",0.542,0.871,0.0456,0.051,0.557,134.983,164670
7lkYdyKCN44Lc5saKwIGhP,Spät nach Haus,Spät nach Haus,"3pVfscwg2QxhdHtk966inb,4Yttlv9ndGjCDCVLqM7ACq,4lDiJcOJ2GLCK6p9q5BgfK,5ZY4M2aGiTaZQEP6HfqeJc",0.849,,0.291,0.341,0.602,84.463,150899
3LtpKP5abr2qqjunvjlX5i,Doja,Doja,5H4yInM5zmHqpKIoMNAx4r,0.911,0.573,0.288,0.38,0.972,140.04,97393
6kvW6EI5UuqCmlp7L7HD9O,Someone Else,Someone Else,4NSzuIc0eGOftqr0tEOhJk,0.817,0.784,0.0463,0.119,0.537,131.995,173423
5RobAV5ROH5KARimi7n3cO,messy in heaven,messy in heaven,"4UWWa5dKgTLAx8mv6Ju6X1,3yDDYheQFqfhKZXdjFQuuP",0.62,0.837,0.13,0.128,0.433,172.081,170438
4uVEdikP5eLUy8Dq6gjiPV,PANTIES Y BRASIERES,SATURNO,"1mcTU81TzQhprhouKaTkpq,4VMYDCV2IEDYJArk749S6m",0.758,0.888,0.0706,0.34,0.408,107.039,197383
0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,Marisola (Remix),"1Yj5Xey7kTwvZla8sqdsdE,1bAftSH8umNcGZ0uyV7LMg,2UZIAOlrnyZmyzt1nuXr9y,0rjms710nwQTdrQheXHJfz,2NZD6Gqfk60GEcAAnJKVsR",0.765,0.872,0.0498,0.173,0.722,94.999,237474
5YdnOm5990Kfq1Jodws98B,Call It Love,Call It Love,"4bL2B6hmLlMWnUEZnorEtG,4e0nWw2r4BoQSKPQ2zpU13",0.616,0.841,0.076,0.0559,0.714,110.029,154561
6Um358vY92UBv5DloTRX9L,Que Vuelvas,Que Vuelvas,"66ihevNkSYNzRAl44dx6jJ,6XkjpgcEsYab502Vr1bBeW",0.491,,0.0442,0.187,0.779,162.469,169419
6JIC3hbC28JZKZ8AlAqX8h,Cold Heart - PNAU Remix,The Lockdown Sessions,"3PhoLpVuITZKcymswpck5b,6M2wZ9GZgrQXHCFfjv46we,6n28c9qs9hNGriNa72b26u",0.795,0.8,0.0309,0.0354,0.934,116.032,202735
5BbdKBZO0TH0GhfxUfyhL9,Freestyle,Too Hard,5f7VJjfbwm532GiveGC0ZK,0.877,,0.0706,0.217,0.255,119.996,162053
4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Gemini Rights,57vWImR43h4CaDao012Ofp,0.686,0.494,0.0355,0.613,0.7,168.946,232067
6GwokJMonhQsnN653VhE1V,Nous Deux,EQUATEUR,4TGltjqP0MQxdGeSIrM4es,0.724,,0.0694,0.412,0.708,90.046,184811
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,AM,7Ln80lUS6He07XvHI8qqHH,0.691,0.631,0.0368,0.0483,0.8,92.004,161124
220n79cLlh2NwvlIEEKpKt,Out Of Nowhere,Out Of Nowhere,"4Dokdwa3WB7ilQ2c2qvIBL,6ZzzrehTAdrM8y6saVjtoN",0.724,,0.33,0.134,0.685,130.04,171000
2MQuAyJthNIHzSLNGR3WMm,Même pas un grincement,Chrome,2ubn2zwyYaLdHOCKnTouU2,0.696,0.584,0.337,0.239,0.708,140.96,225413
0T2pB7P1VdXPhLdQZ488uH,Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2LRoIwlKmHjgvigdNGBHNo,0.709,0.56,0.171,0.034,0.541,170.082,171880
6YWjskKykdPsBuiTBOg1VK,Δ. Dieu ne ment jamais,Ipséité,2UwqpfQtNuhBwviIC0f2ie,0.756,0.736,0.0443,0.0597,0.612,115.985,199347
7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,Here Comes The Cowboy,3Sz7ZnJQBIHsXLUSo0OQtM,0.901,0.136,0.102,0.667,0.643,150.076,211140
2mnXxnrX5vCGolNkaFvVeM,La Jumpa,Sr. Santos,"4SsVbpTthjScTS7U2hmr1X,4q3ewBCX7sLwd24euuV69X",0.887,,0.178,0.111,0.197,140.02,196800
53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,MOTOMAMI +,7ltDVBr6mKbRvohxheJ9h1,0.914,0.622,0.0892,0.146,0.77,130.04,156788
2gH0sY8ATBTt01imXPZJdH,Pas là,ALPHA,5hREZP0zTQbTLkZ2M8RS4v,0.786,0.643,0.0316,0.622,0.755,125.045,147000
3pjvkWO9fqiRRBE1tDLu3S,SIN SEÑAL,DONDE QUIERO ESTAR,"52iwsT98xCoGgiGntTiR7K,3m5qlPf2OkihLz3dRYnkPA",0.822,0.851,0.0422,0.333,0.749,117.992,185085
2hP1NjQ0P5B0B5yB2IMf6q,Glatteis,Glas,2kS9NyuATpYwjeB93h24H5,0.782,0.565,0.136,0.113,0.137,134.962,202709
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),"46pWGuE3dSwY3bMMXGBvVS,0C8ZW7ezQVs4URX5aX7Kqx",0.801,,0.0381,0.382,0.802,106.999,239318
0JIhRhZPF5j5dx0FGqTWxy,I'll Be Waiting,I'll Be Waiting (Sad At Christmas),49jTY62Cpw3RYo4dLuG43W,0.509,0.619,0.0391,0.355,0.544,155.955,172547
5YbPxJwPfrj7uswNwoF1pJ,Last Last,"Love, Damini",3wcj11K77LjEY1PkEazffa,0.795,0.565,0.0948,0.131,0.55,87.925,172342
698ehyxjqZ7i06vUJQFviN,Pretty Boys,"Thanks For Nothing, See You Never",7dJCdUO0l0K2WXzrzjYpmC,0.775,0.814,0.222,0.171,0.748,162.956,140309
3oZ6dlSfCE9gZ55MGPJctc,’98 Braves,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.488,0.67,0.0268,0.0969,0.484,142.139,178704
54eE5H6F1HhyM5L4fRLq8s,Gold,Gold,574qIjE9UTvfSvtnIrdLaE,0.613,0.935,0.0404,0.0255,0.859,77.498,170371
5yocaqYG38qpSSxV1t0o3D,DAME,DONDE QUIERO ESTAR,"52iwsT98xCoGgiGntTiR7K,3lY9Fxceu60W1rbon7PkuF",0.742,0.508,0.0539,0.368,0.31,98.017,231429
6y5LixQNwrWROFebIKQfFN,Jeden Tag mehr,Jeden Tag mehr,5ZY4M2aGiTaZQEP6HfqeJc,0.793,0.28,0.333,0.866,0.673,165.9,164937
13Irp51zj01BZu2XtDrnAg,2 Be Loved (Am I Ready),Special,56oDRnqbIiwx4mymNEv7dS,0.721,0.769,0.105,0.0922,0.915,155.932,187108
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Un Verano Sin Ti,4q3ewBCX7sLwd24euuV69X,0.65,0.715,0.253,0.0993,0.187,106.672,243717
6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Black Panther: Wakanda Forever - Music From and Inspired By,5pKCCKE2ajJHZ9KAiaK11H,0.247,,0.0315,0.899,0.172,177.115,196520
4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,SMITHEREENS,3MZsBdqDrRTJihTHQrO6Dq,0.44,0.317,0.0531,0.891,0.268,169.914,233456
20NeR3CwuyGfRktTncKRU7,Amigos (con Maria Becerra),La cuarta hoja,"5M9Bb4adKAgrOFOhc05Y50,1DxLCyH42yaHKGK3cl5bvG",0.721,0.814,0.045,0.28,0.944,157.002,233756
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,40ZNYROS4zLfyyBSs2PGe2,0.369,0.192,0.04,0.555,0.148,175.212,228013
7hlPoVZ1uz7FiQagPTVbQG,Te Miro A La Cara,Te Miro A La Cara,"6E94QKXZv8BbO6QQJxcxLI,2bxxlINUlcMQQb39K7IopR",0.575,0.782,0.0992,0.216,0.869,85.126,142900
6BePGk3eCan4FqaW2X8Qy3,10:35,10:35,"2o5jDhtHVPhrJdv3cEQ99Z,45dkTj5sMRSjrmBSBeiHym",0.696,0.793,0.097,0.0683,0.698,120.003,172253
3WsbAGQt6HgTj9kg6f466M,Here We Go Again,Here We Go Again,"6TLwD7HPWuiOzvXEa3oCNe,1Cs0zKBU1kc0i8ypK3B9ai",0.552,0.945,0.0561,0.00676,0.384,130.011,164541
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,cómo dormiste?,2IMZYfNi21MGqxopj9fWx8,0.627,0.429,0.234,0.238,0.565,126.426,112572
7AyE8MRf4dIK75mqqpks9S,Mangos mit Chili,Glas,2kS9NyuATpYwjeB93h24H5,0.888,0.607,0.165,0.147,0.728,103.136,134888
35DkXhxqTMiQB582tfjowU,Powerade,"In Liebe, Ion","1OJvqVmekd5OPxlTeHmlBl,2HIP5sNZWkrPgSBWRk8XpA,3mmI5HKArDwgggj4j0aJyC",0.89,,0.0729,0.193,0.935,150.09,142400
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,SIXDO,2LRoIwlKmHjgvigdNGBHNo,0.743,,0.0584,0.114,0.609,95.975,168133
6pIciAIov7TP5Zj4PTN9rc,Tiki Taka,Galatée,5OLkn5GT6EcMuJzjwgvQnu,0.836,0.879,0.0433,0.416,0.729,112.035,174830
5xX2LYdXyx0Boa61rZOjq5,Beautiful Girl,Majestic,3CJKkU0XuElRT1z8rEtIYg,0.846,0.42,0.104,0.296,0.621,139.883,178453
6UN73IYd0hZxLi8wFPMQij,Players,Players,6AMd49uBDJfhf30Ak2QR5s,0.954,0.516,0.16,0.03,0.624,105.001,139560
2YVlDlk2zRceefo6XlC6DX,Ain’t That Some,One Thing At A Time,4oUHIQIBe0LHzYfvXNW4QM,0.641,0.803,0.0286,0.00232,0.671,121.086,158004
0otoSS2m3QjbDLzsHMobgK,Whiskey y Coco,Whiskey y Coco,"14zUHaJZo1mnYtn6IBRaRP,7iK8PXO48WeuP03g8YR51W",0.755,,0.145,0.112,0.617,176.006,186477
3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,El Gordo Trae El Mando,2rmkQLzj0k4nZdQehOUByO,0.736,0.8,0.0525,0.179,0.961,140.253,112087
1roybe6TpPG0elVCDUhPdg,Maybach,BRAVE,"2EFpb61Lpi0l5ldOiqbZkK,5gqmbbfjcikQBzPB5Hv13I",0.51,,0.256,0.518,0.451,189.017,188573
