id,name,album_name,artist_ids,danceability,energy,speechiness,acousticness,valence,tempo,duration_ms
36W1V6ft4fX7HQVSdIYL0J,Las Bratz (Remix),Las Bratz (Remix),"6RWMnZmXs8Ob715qLr4374,2O8vbr4RYPpk6MRA4fio7u,0FwnPHExlRRxEZPLAi5tmG,6ddcxDK0BEkhe5LCdoA5Ki,3FtVhV92rZyHa7ot2ioG5a,5kgDdP7a4TsvkF08gpJGX0,1DzHYzxnMTpElJgNoq1bEH",0.81,,0.1,0.231,0.958,95.003,444632
13Hjp3sOQxtR0TV0jdaxpM,Unsinn,Unsinn,3Z3aTg9PwJ37e8xeO0aUC9,0.715,0.504,0.0683,0.442,0.307,77.989,175585
7n3f6PoPm7LPBYYYlA8lzi,Discokugel,Discokugel,"2WmxTCUVOyGsqn4GA7VxuC,4lR4w01uPOblBqpIAzuCzL,4WZGDpNwrC0vNQyl9QzF7d",0.77,0.843,0.0405,0.429,0.475,139.994,181914
5ETo6vf2TrhuTVhA99Z464,Cœur blanc,Cœur blanc,3IW7ScrzXmPvZhB27hmfgy,0.882,0.716,0.0748,0.00973,0.519,135.999,176333
6t5eToKchEStEhi3TiM2aD,Galactic,OMERTA,6L34dW6SKMSDaGIfYDU19j,0.778,0.695,0.0703,0.32,0.869,146.044,134920
5eyeexCqXt6SqTcRx7eBWz,Vroum Vroum,Carré,3YBJLs7RqR0aPGBgU27nDh,0.853,0.571,0.0498,0.0231,0.154,118.021,184680
6D1HiF2e3Z0F8FwQ5uLxwn,NO LÈCHE,"NO LÈCHE 🚫👅 (feat. Favé, Kerchak & Leto)","5gqmbbfjcikQBzPB5Hv13I,20JMfmzDb5cjHxEoMXXMyY,1nRbtbdYK51y71nVOxu332,6HCBnyTBSLdb3TFn2ayulY",0.746,0.736,0.353,0.0741,0.577,156.017,194202
6V40xLcDlYwZpz3oKIVNhL,Hasarder,Mauvais Ordre,1Yfe3ONJlioHys7jwHdfVm,0.77,,0.0865,0.282,0.181,91.046,178867
0R6Hx28x5lgpIUWD6ltX7e,CÔTÉ HUBLOT,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.81,0.469,0.088,0.588,0.267,101.977,196347
637PqFl8HYdCuSQXhqwkOb,MAKE UP,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.843,0.665,0.116,0.822,0.617,127.926,135813
6Pvo7NI5Wq3ajPPgocxm6o,ELECTRO,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.591,0.696,0.425,0.239,0.333,126.504,85813
0RsI4r9abN1pSFJro36Hon,Yeux disent,FLIP,1Yfe3ONJlioHys7jwHdfVm,0.736,0.586,0.197,0.553,0.395,113.655,212587
41owO9tpVFmNAZ4IEpM2iK,Escorte,Carré,"3YBJLs7RqR0aPGBgU27nDh,3DCWeG2J1fZeu0Oe6i5Q6m",0.787,0.582,0.227,0.208,0.573,97.511,194627
2JNJSm3CjesTWLOcJm4Kiz,Bande organisée,13 Organisé,"19u3RGWKsjmbg9eI6zAiNp,2kXKa3aAFngGz2P4GjG5w2,5RaQ9nmVGoTye2SI76x3yw,3IW7ScrzXmPvZhB27hmfgy,6W5uA6CNMf3hd2j4a2XWCx,0oeiA5U9u1U45Gos5cywUU,2IoSLl3tqYMq9DzR0d6NJN,7FXX45sHqoQoCwqtG0ZV8H,6zrOXBaNn0DqJeXxgC2eyH",0.901,0.939,0.274,0.117,0.805,142.948,356347
19f3WsiGZq0nG0bboLa7th,B22,OMERTA,"6L34dW6SKMSDaGIfYDU19j,7CUFPNi1TU8RowpnFRSsZV",0.737,0.852,0.0457,0.339,0.655,114.03,196653
0lSB2n0DEvA2mnsGI9qI5f,ENVIE7VIE,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.835,0.684,0.141,0.115,0.633,95.02,140413
4f0ytSBF6dlKOIFQsfeemV,Capitaine,ALPHA (Parties 1 & 2),5hREZP0zTQbTLkZ2M8RS4v,0.768,0.662,0.182,0.37,0.636,151.937,155920
4wZLuEJNzXR0gnVR5gA7Yy,La Pègre,OMERTA,"6L34dW6SKMSDaGIfYDU19j,5gqmbbfjcikQBzPB5Hv13I",0.711,0.683,0.145,0.471,0.54,146.181,148987
2GMXeFK2Zz6DqUP5LT9NHz,Laboratoire,Carré,3YBJLs7RqR0aPGBgU27nDh,0.801,0.604,0.21,0.463,0.534,125.024,162840
5gEoeTjRPFbRfx6URQIwOG,Pistol & Zamal,Chrome,2ubn2zwyYaLdHOCKnTouU2,0.928,0.536,0.359,0.129,0.451,101.974,145665
1ndtoMKQj4N3quUzJvPEsK,NOCHEY,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.807,0.615,0.0646,0.0656,0.395,126.961,198387
2VGGQdroduj4dIMGPsBzDG,THIS YEAR (Blessings),THIS YEAR (Blessings),"5c0lDrNyT2RnFhujZpPIas,6QdzKE9cMAEFZj1pYcxpsf",0.571,0.348,0.0854,0.771,0.349,66.337,126207
1T1bzJ9qz37WfW9o9rcJTS,Grisaille,Carré,3YBJLs7RqR0aPGBgU27nDh,0.767,0.701,0.115,0.452,0.706,96.732,209933
4eCQd00uuhXtzgYRS4qW5C,Fetty Wap,OMERTA,6L34dW6SKMSDaGIfYDU19j,0.916,0.619,0.311,0.294,0.564,129.975,164347
6QPFWJJLKKPjnwRQJ1OwSC,TOUTE LA JOURNÉE (feat. Tiakola),DIAMANT DU BLED,"54kCbQZaZWHnwwj9VP2hn4,3vUMXQ9kPnZAQkMkZZ7Hfh",0.793,,0.0707,0.412,0.803,140.09,167933
6g9JKWPybsqrZaqqgjCTx2,Chemin d'or,Carré,3YBJLs7RqR0aPGBgU27nDh,0.696,,0.152,0.354,0.392,91.452,212093
3dAmEncotdt2zdvAJBSbCy,Acolyte (feat. Dadju & Ninho),MRTHN,"5W9ShLREoRMuXqSSYMeHqk,6Te49r3A6f5BiIgBRxH7FH,4sbXXFzEWJY2zsZjelerjX",0.775,0.792,0.102,0.203,0.71,88.006,169987
3qA5qgPKXsElkU8TRjNx7u,ZAZA,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.826,,0.235,0.62,0.435,103.043,188467
2Hkj54nCgTnGOqJ3DslNQJ,Crystal,Mauvais Ordre,1Yfe3ONJlioHys7jwHdfVm,0.855,0.439,0.0787,0.284,0.706,135.04,278747
6cjKcGijI1g8cdpiObqcUM,Purple,Purple,"6W5uA6CNMf3hd2j4a2XWCx,1lB3I3SI30v2ZOpR4XQqzJ",0.771,0.666,0.274,0.0332,0.777,160.054,152627
24vDSi6wZW34oY8sTrgQf7,BRÛLURES INDIENNES,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.848,0.404,0.243,0.56,0.416,103.95,177973
5ckT7n48jEi0X31Tit1fDF,Tout seul,Carré,"3YBJLs7RqR0aPGBgU27nDh,3vUMXQ9kPnZAQkMkZZ7Hfh",0.711,,0.221,0.304,0.453,132.995,166760
2MGSHTuIsRqGmYqjswWiBB,Velar,OMERTA,"6L34dW6SKMSDaGIfYDU19j,1q7T9rFQ2a2ukA1PU51fo3",0.669,,0.136,0.544,0.774,100.018,161920
7jbu9k6w67hWlhSinmGT3c,COEUR DE ICE (feat. Damso),DIAMANT DU BLED,"54kCbQZaZWHnwwj9VP2hn4,2UwqpfQtNuhBwviIC0f2ie",0.851,0.567,0.231,0.215,0.446,119.969,192213
3EjJfMN67Bcv3FCGR9UgBB,Flash,Amina,1Yfe3ONJlioHys7jwHdfVm,0.659,0.345,0.0615,0.55,0.429,128.162,171027
5Q967UCPfCsQeEgFhT1umT,AMBER,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.709,,0.243,0.0877,0.663,141.052,182493
4bGWT7GWjqaO1Sj9ZbUtEG,FROSTIES,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.883,0.785,0.259,0.277,0.294,104.029,110267
79DFRI318iJU1hvZnPzA4K,Superstar,Superstar,"5v3JgLiZtNnw6ablRjjNKK,3DgZk9TPxWee4QgbRpKGF4,2sSVegHvvHIOT1gVsqw8EW",0.737,0.927,0.0441,0.0195,0.8,126.015,172143
5R9ZGpFYnzW3WmVGk2uh4J,L'ARMOIRE,DIAMANT DU BLED,54kCbQZaZWHnwwj9VP2hn4,0.878,0.576,0.208,0.593,0.243,111.067,165573
1g0e4fin2LUYNfMK3j06ro,JFLM JMR,JFLM JMR,1nRbtbdYK51y71nVOxu332,0.607,0.557,0.282,0.00773,0.226,162.051,170716
3d7vLNeOXnzdBwUGbqklPE,Ciao,Carré,"3YBJLs7RqR0aPGBgU27nDh,6Te49r3A6f5BiIgBRxH7FH",0.679,0.646,0.202,0.129,0.546,147.969,216333
6jPAK56E7OVmVzZeriu94p,Namek,Cœur blanc,"3IW7ScrzXmPvZhB27hmfgy,5yOvAmpIR7hVxiS6Ls5DPO",0.64,0.541,0.162,0.755,0.765,88.127,186307
60vv2FTa31yyaYlJuDC7rI,Omerta,OMERTA,6L34dW6SKMSDaGIfYDU19j,0.805,,0.133,0.274,0.686,95.024,92000
2uwdCyYYio0yplI31cLqqm,10.03.2023,Carré,3YBJLs7RqR0aPGBgU27nDh,0.791,0.635,0.266,0.333,0.569,119.989,160000
